ctime,datname,pid,usesysid,usename,application_name,client_addr,client_port,backend_start,xact_start,query_start,waiting,query,state,state_change
1430496918.34064,dbt2,20681,10,mark,dbt2-client,,-1,2015-05-01 17:15:17.125895+01,,2015-05-01 17:15:18.328175+01,f,COMMIT,idle,2015-05-01 17:15:18.330053+01
1430496918.34064,dbt2,20685,10,mark,dbt2-client,,-1,2015-05-01 17:15:17.225853+01,,2015-05-01 17:15:18.330125+01,f,COMMIT,idle,2015-05-01 17:15:18.331042+01
1430496918.34064,dbt2,20687,10,mark,dbt2-client,,-1,2015-05-01 17:15:17.325992+01,,2015-05-01 17:15:18.331091+01,f,COMMIT,idle,2015-05-01 17:15:18.33347+01
1430496918.34064,dbt2,20690,10,mark,dbt2-client,,-1,2015-05-01 17:15:17.426121+01,,2015-05-01 17:15:18.332147+01,f,COMMIT,idle,2015-05-01 17:15:18.337016+01
1430496918.34064,dbt2,20692,10,mark,dbt2-client,,-1,2015-05-01 17:15:17.526251+01,,2015-05-01 17:15:18.337062+01,f,COMMIT,idle,2015-05-01 17:15:18.337078+01
1430496918.34064,dbt2,20694,10,mark,dbt2-client,,-1,2015-05-01 17:15:17.62634+01,2015-05-01 17:15:18.337139+01,2015-05-01 17:15:18.337186+01,f,"SELECT payment(1, 4, 0, 1, 4, 'OUGHTABLECALLY', 2589.000000)",idle in transaction,2015-05-01 17:15:18.339657+01
1430496918.34064,dbt2,20696,10,mark,dbt2-client,,-1,2015-05-01 17:15:17.726446+01,2015-05-01 17:15:18.33716+01,2015-05-01 17:15:18.339669+01,f,"SELECT delivery(1, 6)",active,2015-05-01 17:15:18.33967+01
1430496918.34064,dbt2,20698,10,mark,dbt2-client,,-1,2015-05-01 17:15:17.826891+01,,2015-05-01 17:15:18.317867+01,f,COMMIT,idle,2015-05-01 17:15:18.317885+01
1430496918.34064,dbt2,20700,10,mark,dbt2-client,,-1,2015-05-01 17:15:17.927005+01,,2015-05-01 17:15:18.319104+01,f,COMMIT,idle,2015-05-01 17:15:18.32208+01
1430496918.34064,dbt2,20702,10,mark,dbt2-client,,-1,2015-05-01 17:15:18.027123+01,,2015-05-01 17:15:18.325905+01,f,COMMIT,idle,2015-05-01 17:15:18.3281+01
1430496918.34064,dbt2,20821,10,mark,psql,,-1,2015-05-01 17:15:18.338023+01,2015-05-01 17:15:18.34064+01,2015-05-01 17:15:18.34064+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV, HEADER);",active,2015-05-01 17:15:18.340646+01
1430496918.34064,dbt2,20822,10,mark,psql,,-1,2015-05-01 17:15:18.339322+01,,,f,"",idle,2015-05-01 17:15:18.340517+01
1430496978.35104,dbt2,20681,10,mark,dbt2-client,,-1,2015-05-01 17:15:17.125895+01,,2015-05-01 17:16:18.348942+01,f,COMMIT,idle,2015-05-01 17:16:18.352323+01
1430496978.35104,dbt2,20685,10,mark,dbt2-client,,-1,2015-05-01 17:15:17.225853+01,2015-05-01 17:16:18.340503+01,2015-05-01 17:16:18.340527+01,t,"SELECT payment(1, 5, 0, 1, 5, 'ESEBAROUGHT', 572.990000)",active,2015-05-01 17:16:18.340527+01
1430496978.35104,dbt2,20687,10,mark,dbt2-client,,-1,2015-05-01 17:15:17.325992+01,2015-05-01 17:16:18.346065+01,2015-05-01 17:16:18.349388+01,f,COMMIT,active,2015-05-01 17:16:18.349389+01
1430496978.35104,dbt2,20690,10,mark,dbt2-client,,-1,2015-05-01 17:15:17.426121+01,2015-05-01 17:16:18.340659+01,2015-05-01 17:16:18.34068+01,t,"SELECT payment(1, 4, 0, 1, 2, 'BAROUGHTEING', 764.790000)",active,2015-05-01 17:16:18.34068+01
1430496978.35104,dbt2,20692,10,mark,dbt2-client,,-1,2015-05-01 17:15:17.526251+01,2015-05-01 17:16:18.348904+01,2015-05-01 17:16:18.350803+01,f,COMMIT,active,2015-05-01 17:16:18.350804+01
1430496978.35104,dbt2,20694,10,mark,dbt2-client,,-1,2015-05-01 17:15:17.62634+01,2015-05-01 17:16:18.32937+01,2015-05-01 17:16:18.329398+01,t,"SELECT payment(1, 3, 0, 1, 3, 'OUGHTATIONPRI', 2863.670000)",active,2015-05-01 17:16:18.329398+01
1430496978.35104,dbt2,20696,10,mark,dbt2-client,,-1,2015-05-01 17:15:17.726446+01,2015-05-01 17:16:18.348502+01,2015-05-01 17:16:18.348659+01,f,FETCH ALL IN mycursor,active,2015-05-01 17:16:18.348659+01
1430496978.35104,dbt2,20698,10,mark,dbt2-client,,-1,2015-05-01 17:15:17.826891+01,2015-05-01 17:16:18.32586+01,2015-05-01 17:16:18.325892+01,t,"SELECT payment(1, 1, 512, 1, 1, '', 3092.540000)",active,2015-05-01 17:16:18.325892+01
1430496978.35104,dbt2,20700,10,mark,dbt2-client,,-1,2015-05-01 17:15:17.927005+01,2015-05-01 17:16:18.329975+01,2015-05-01 17:16:18.330025+01,t,"SELECT payment(1, 1, 0, 1, 1, 'ATIONCALLYOUGHT', 4407.430000)",active,2015-05-01 17:16:18.330025+01
1430496978.35104,dbt2,20702,10,mark,dbt2-client,,-1,2015-05-01 17:15:18.027123+01,,2015-05-01 17:16:18.348806+01,f,COMMIT,idle,2015-05-01 17:16:18.350538+01
1430496978.35104,dbt2,20871,10,mark,psql,,-1,2015-05-01 17:16:18.349464+01,2015-05-01 17:16:18.351039+01,2015-05-01 17:16:18.351039+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",active,2015-05-01 17:16:18.351046+01
1430496978.35104,dbt2,20872,10,mark,psql,,-1,2015-05-01 17:16:18.350896+01,,,f,"",idle,2015-05-01 17:16:18.35228+01
1430497038.35748,dbt2,20681,10,mark,dbt2-client,,-1,2015-05-01 17:15:17.125895+01,2015-05-01 17:17:18.348422+01,2015-05-01 17:17:18.348447+01,t,"SELECT payment(1, 2, 0, 1, 2, 'ATIONANTIABLE', 4606.890000)",active,2015-05-01 17:17:18.348447+01
1430497038.35748,dbt2,20685,10,mark,dbt2-client,,-1,2015-05-01 17:15:17.225853+01,2015-05-01 17:17:18.341478+01,2015-05-01 17:17:18.341505+01,t,"SELECT payment(1, 10, 0, 1, 10, 'ESEBARESE', 1843.620000)",active,2015-05-01 17:17:18.341505+01
1430497038.35748,dbt2,20687,10,mark,dbt2-client,,-1,2015-05-01 17:15:17.325992+01,2015-05-01 17:17:18.33063+01,2015-05-01 17:17:18.331201+01,t,"SELECT payment(1, 3, 0, 1, 3, 'PRESEINGPRI', 3543.170000)",active,2015-05-01 17:17:18.331202+01
1430497038.35748,dbt2,20690,10,mark,dbt2-client,,-1,2015-05-01 17:15:17.426121+01,2015-05-01 17:17:18.352211+01,2015-05-01 17:17:18.355398+01,f,COMMIT,active,2015-05-01 17:17:18.355399+01
